"EST","DTO","MUN","SECC","date","est.punt.densidad","est.punt.LNE","cota.inf.LNE","cota.sup.LNE"
"23","4","1","578",2026-03-01,5219.59135190429,77211.0893841851,69961.6823127046,84460.4964556656
"23","4","1","578",2026-04-01,5226.2176853431,77309.1097825152,70059.7027110347,84558.5168539957
"23","4","1","578",2026-05-01,5232.63835673145,77404.0879137613,70154.6808422808,84653.4949852418
"23","4","1","578",2026-06-01,5238.8592481082,77496.1107883037,70246.7037168232,84745.5178597843
"23","4","1","578",2026-07-01,5244.88610527883,77585.2634012833,70335.8563298028,84834.6704727638
"23","4","1","578",2026-08-01,5250.7245388572,77671.6287480108,70422.2216765303,84921.0358194914
"23","4","1","578",2026-09-01,5256.38002546188,77755.2878416648,70505.8807701843,85004.6949131454
"23","4","1","578",2026-10-01,5261.85790905324,77836.3197330704,70586.9126615898,85085.7268045509
"23","4","1","578",2026-11-01,5267.16340239794,77914.801532362,70665.3944608815,85164.2086038426
"23","4","1","578",2026-12-01,5272.30158864824,77990.8084323466,70741.4013608661,85240.2155038272
"23","4","1","578",2027-01-01,5277.27742302438,78064.4137333894,70815.0066619088,85313.8208048699
"23","4","1","578",2027-02-01,5282.09573458881,78135.6888696597,70886.2817981791,85385.0959411402
"23","4","1","578",2027-03-01,5286.76122810186,78204.7034365808,70955.2963651003,85454.1105080614
"23","4","1","578",2027-04-01,5291.27848594891,78271.5252193384,71022.1181478579,85520.9322908189
"23","4","1","578",2027-05-01,5295.65197012994,78336.2202223099,71086.8131508294,85585.6272937904
"23","4","1","578",2027-06-01,5299.88602430269,78398.8526992893,71149.4456278087,85648.2597707698
"23","4","1","578",2027-07-01,5303.9848758715,78459.4851843853,71210.0781129048,85708.8922558658
"23","4","1","578",2027-08-01,5307.95263811414,78518.1785234836,71268.7714520031,85767.5855949641
"23","4","1","578",2027-09-01,5311.79331233976,78574.9919061677,71325.5848346871,85824.3989776482
"23","4","1","578",2027-10-01,5315.51079007134,78629.982898003,71380.5758265225,85879.3899694835
"23","4","1","578",2027-11-01,5319.10885524657,78683.2074730942,71433.8004016137,85932.6145445748
"23","4","1","578",2027-12-01,5322.5911864317,78734.7200468329,71485.3129753524,85984.1271183134
"23","4","1","578",2028-01-01,5325.961359043,78784.5735087588,71535.1664372782,86033.9805802393
"23","4","1","578",2028-02-01,5329.22284757111,78832.8192554641,71583.4121839836,86082.2263269446
"23","4","1","578",2028-03-01,5332.37902780399,78879.5072234762,71630.1001519957,86128.9142949567
"23","4","1","578",2028-04-01,5335.43317904427,78924.6859220577,71675.2788505772,86174.0929935382
"23","4","1","578",2028-05-01,5338.38848631738,78968.4024658708,71718.9953943902,86217.8095373513
"23","4","1","578",2028-06-01,5341.24804256709,79010.7026074546,71761.2955359741,86260.1096789352
"23","4","1","578",2028-07-01,5344.01485083538,79051.6307694713,71802.2236979908,86301.0378409518
"23","4","1","578",2028-08-01,5346.69182642383,79091.2300766783,71841.8230051977,86340.6371481588
"23","4","1","578",2028-09-01,5349.28179903402,79129.5423875904,71880.1353161098,86378.9494590709
"23","4","1","578",2028-10-01,5351.7875148847,79166.6083257978,71917.2012543173,86416.0153972783
"23","4","1","578",2028-11-01,5354.21163880359,79202.4673109101,71953.0602394295,86451.8743823906
"23","4","1","578",2028-12-01,5356.55675629217,79237.1575890984,71987.7505176179,86486.5646605789
"23","4","1","578",2029-01-01,5358.82537556164,79270.7162632138,72021.3091917332,86520.1233346943
"23","4","1","578",2029-02-01,5361.01992953882,79303.1793224586,72053.772250978,86552.5863939391
"23","4","1","578",2029-03-01,5363.14277784061,79334.5816715943,72085.1746001138,86583.9887430749
"23","4","1","578",2029-04-01,5365.19620871601,79364.957159669,72115.5500881885,86614.3642311495
"23","4","1","578",2029-05-01,5367.18244095477,79394.3386082509,72144.9315367704,86643.7456797315
"23","4","1","578",2029-06-01,5369.10362576188,79422.7578391571,72173.3507676766,86672.1649106377
"23","4","1","578",2029-07-01,5370.96184859728,79450.2457016672,72200.8386301867,86699.6527731477
"23","4","1","578",2029-08-01,5372.75913098022,79476.8320992148,72227.4250277342,86726.2391706953
"23","4","1","578",2029-09-01,5374.49743225793,79502.5460155505,72253.13894407,86751.953087031
"23","4","1","578",2029-10-01,5376.17865133826,79527.4155403724,72278.0084688918,86776.8226118529
"23","4","1","578",2029-11-01,5377.80462838613,79551.46789442,72302.0608229395,86800.8749659005
"23","4","1","578",2029-12-01,5379.37714648359,79574.7294540317,72325.3223825512,86824.1365255123
"23","4","1","578",2030-01-01,5380.89793325353,79597.2257751633,72347.8187036828,86846.6328466438
"23","4","1","578",2030-02-01,5382.36866244709,79618.9816168696,72369.574545389,86868.3886883501
"23","4","1","578",2030-03-01,5383.79095549479,79640.02096425,72390.6138927695,86889.4280357305
"23","4","1","578",2030-04-01,5385.16638302169,79660.3670508613,72410.9599793808,86909.7741223418
"23","4","1","578",2030-05-01,5386.49646632667,79680.0423805998,72430.6353091193,86929.4494520804
"23","4","1","578",2030-06-01,5387.78267882617,79699.0687490586,72449.661677578,86948.4758205391
"23","4","1","578",2030-07-01,5389.02644746271,79717.4672643627,72468.0601928822,86966.8743358432
"28","4","22","627",2020-01-01,6573.88208746799,17835.9966788912,15029.3205224383,20642.6728353442
"28","4","22","627",2020-02-01,6602.27550365178,17913.0325718413,15106.3564153883,20719.7087282943
"28","4","22","627",2020-03-01,6630.69505044851,17990.1393613361,15183.4632048831,20796.8155177891
"28","4","22","627",2020-04-01,6659.13992354375,18067.3148651416,15260.6387086886,20873.9910215946
"28","4","22","627",2020-05-01,6687.60931569182,18144.5568930707,15337.8807366177,20951.2330495237
"28","4","22","627",2020-06-01,6716.10241680537,18221.8632472266,15415.1870907736,21028.5394036796
"28","4","22","627",2020-07-01,6744.61841404584,18299.2317222477,15492.5555657948,21105.9078787007
"28","4","22","627",2020-08-01,6773.15649191447,18376.6601055552,15569.9839491023,21183.3362620082
"28","4","22","627",2020-09-01,6801.71583234398,18454.1461776013,15647.4700211483,21260.8223340543
"28","4","22","627",2020-10-01,6830.2956147909,18531.6877121199,15725.011555667,21338.3638685729
"28","4","22","627",2020-11-01,6858.89501632854,18609.282476379,15802.606319926,21415.9586328319
"28","4","22","627",2020-12-01,6887.5132117405,18686.9282314339,15880.2520749809,21493.6043878869
"28","4","22","627",2021-01-01,6916.14937361473,18764.6227323831,15957.9465759301,21571.2988888361
"28","4","22","627",2021-02-01,6944.80267243821,18842.3637286248,16035.6875721718,21649.0398850778
"28","4","22","627",2021-03-01,6973.47227669207,18920.1489641147,16113.4728076618,21726.8251205677
"28","4","22","627",2021-04-01,7002.15735294726,18997.9761776263,16191.3000211733,21804.6523340793
"28","4","22","627",2021-05-01,7030.85706596067,19075.843103011,16269.166946558,21882.519259464
"28","4","22","627",2021-06-01,7059.5705787717,19153.7474694603,16347.0713130073,21960.4236259133
"28","4","22","627",2021-07-01,7088.29705279927,19231.6870017693,16425.0108453164,22038.3631582223
"28","4","22","627",2021-08-01,7117.03564793923,19309.6594206007,16502.9832641477,22116.3355770537
"28","4","22","627",2021-09-01,7145.78552266213,19387.6624427501,16580.9862862971,22194.3385992031
"28","4","22","627",2021-10-01,7174.54583411137,19465.6937814123,16659.0176249593,22272.3699378653
"28","4","22","627",2021-11-01,7203.31573820171,19543.7511464486,16737.0749899956,22350.4273029016
"28","4","22","627",2021-12-01,7232.09438971796,19621.8322446547,16815.1560882017,22428.5084011077
"28","4","22","627",2022-01-01,7260.88094241415,19699.9347800295,16893.2586235765,22506.6109364825
"28","4","22","627",2022-02-01,7289.67454911277,19778.0564540444,16971.3802975915,22584.7326104974
"28","4","22","627",2022-03-01,7318.47436180436,19856.1949659139,17049.5188094609,22662.8711223669
"28","4","22","627",2022-04-01,7347.27953174728,19934.3480128656,17127.6718564126,22741.0241693186
"28","4","22","627",2022-05-01,7376.08920956761,20012.5132904118,17205.8371339589,22819.1894468648
"28","4","22","627",2022-06-01,7404.90254535932,20090.6884926212,17284.0123361683,22897.3646490742
"28","4","22","627",2022-07-01,7433.71868878444,20168.8713123905,17362.1951559375,22975.5474688435
"28","4","22","627",2022-08-01,7462.53678917347,20247.0594417168,17440.3832852638,23053.7355981698
"28","4","22","627",2022-09-01,7491.35599562576,20325.2505719701,17518.5744155172,23131.9267284231
"28","4","22","627",2022-10-01,7520.17545711001,20403.4423941661,17596.7662377131,23210.1185506191
"28","4","22","627",2022-11-01,7548.99432256481,20481.6325992386,17674.9564427856,23288.3087556915
"28","4","22","627",2022-12-01,7577.81174099915,20559.8188783124,17753.1427218594,23366.4950347654
"28","4","22","627",2023-01-01,7606.62686159294,20637.9989229761,17831.3227665232,23444.6750794291
"28","4","22","627",2023-02-01,7635.43883379744,20716.1704255547,17909.4942691017,23522.8465820077
"28","4","22","627",2023-03-01,7664.24680743571,20794.3310793817,17987.6549229287,23601.0072358347
"28","4","22","627",2023-04-01,7693.04993280291,20872.4785790715,18065.8024226185,23679.1547355245
"28","4","22","627",2023-05-01,7721.84736076645,20950.6106207911,18143.9344643381,23757.2867772441
"28","4","22","627",2023-06-01,7750.63824286604,21028.7249025319,18222.0487460789,23835.4010589848
"28","4","22","627",2023-07-01,7779.42173141363,21106.8191243799,18300.1429679269,23913.4952808329
"28","4","22","627",2023-08-01,7808.19697959299,21184.890988787,18378.2148323341,23991.56714524
"28","4","22","627",2023-09-01,7836.96314155925,21262.9382008405,18456.2620443875,24069.6143572934
"28","4","22","627",2023-10-01,7865.7193725381,21340.9584685319,18534.2823120789,24147.6346249849
"28","4","22","627",2023-11-01,7894.46482892474,21418.9495030262,18612.2733465732,24225.6256594792
"28","4","22","627",2023-12-01,7923.19866838251,21496.9090189289,18690.2328624759,24303.5851753819
"28","4","22","627",2024-01-01,7951.92004994129,21574.8347345532,18768.1585781002,24381.5108910062
"28","4","22","627",2024-02-01,7980.62813409547,21652.7243721856,18846.0482157327,24459.4005286386
"28","4","22","627",2024-03-01,8009.32208290158,21730.5756583512,18923.8995018982,24537.2518148042
"28","4","22","627",2024-04-01,8038.00106007555,21808.386324077,19001.710167624,24615.06248053
"28","4","22","627",2024-05-01,8066.66423108956,21886.1541051553,19079.4779487023,24692.8302616083
"28","4","22","627",2024-06-01,8095.31076326841,21963.8767424045,19157.2005859515,24770.5528988575
"28","4","22","627",2024-07-01,8123.93982588546,22041.5519819302,19234.8758254772,24848.2281383832
"28","4","22","627",2024-08-01,8152.55059025811,22119.1775753834,19312.5014189304,24925.8537318364
"28","4","22","627",2024-09-01,8181.14222984272,22196.7512802187,19390.0751237657,25003.4274366716
"28","4","22","627",2024-10-01,8209.71392032905,22274.2708599501,19467.5947034971,25080.9470164031
"28","4","22","627",2024-11-01,8238.26483973413,22351.734084406,19545.057927953,25158.410240859
"28","4","22","627",2024-12-01,8266.7941684955,22429.138729982,19622.462573529,25235.814886435
"28","4","22","627",2025-01-01,8295.30108956399,22506.4825798926,19699.8064234396,25313.1587363456
"28","4","22","627",2025-02-01,8323.78478849573,22583.7634244209,19777.0872679679,25390.4395808739
"28","4","22","627",2025-03-01,8352.24445354362,22660.9790611668,19854.3029047138,25467.6552176198
"28","4","22","627",2025-04-01,8380.67927574809,22738.1272952933,19931.4511388403,25544.8034517463
"28","4","22","627",2025-05-01,8409.08844902721,22815.2059397707,20008.5297833177,25621.8820962237
"28","4","22","627",2025-06-01,8437.47117026606,22892.2128156195,20085.5366591665,25698.8889720725
"28","4","22","627",2025-07-01,8465.82663940542,22969.1457521506,20162.4695956976,25775.8219086036
"28","4","22","627",2025-08-01,8494.15405952968,23046.0025872041,20239.3264307511,25852.6787436571
"28","4","22","627",2025-09-01,8522.45263695399,23122.7811673857,20316.1050109328,25929.4573238387
"28","4","22","627",2025-10-01,8550.72158131065,23199.4793483012,20392.8031918482,26006.1555047541
"28","4","22","627",2025-11-01,8578.96010563467,23276.0949947881,20469.4188383351,26082.771151241
"28","4","22","627",2025-12-01,8607.16742644854,23352.6259811463,20545.9498246933,26159.3021375993
"28","4","22","627",2026-01-01,8635.34276384611,23429.0701913653,20622.3940349123,26235.7463478183
"28","4","22","627",2026-02-01,8663.48534157567,23505.4255193498,20698.7493628968,26312.1016758028
"28","4","22","627",2026-03-01,8691.5943871221,23581.6898691422,20775.0137126893,26388.3660255952
"28","4","22","627",2026-04-01,8719.66913178818,23657.8611551438,20851.1849986908,26464.5373115968
"28","4","22","627",2026-05-01,8747.70881077493,23733.9373023321,20927.2611458791,26540.6134587851
"28","4","22","627",2026-06-01,8775.71266326107,23809.916246477,21003.240090024,26616.59240293
"28","4","22","627",2026-07-01,8803.67993248152,23885.7959343535,21079.1197779005,26692.4720908064
"28","4","22","627",2026-08-01,8831.60986580492,23961.5743239518,21154.8981674988,26768.2504804048
"28","4","22","627",2026-09-01,8859.50171481019,24037.2493846856,21230.5732282326,26843.9255411386
"28","4","22","627",2026-10-01,8887.35473536212,24112.8190975967,21306.1429411437,26919.4952540497
"28","4","22","627",2026-11-01,8915.16818768592,24188.2814555574,21381.6052991044,26994.9576120104
"28","4","22","627",2026-12-01,8942.94133644074,24263.63446347,21456.958307017,27070.310619923
"28","4","22","627",2027-01-01,8970.67345079223,24338.8761384636,21532.1999820106,27145.5522949166
"28","4","22","627",2027-02-01,8998.36380448394,24414.0045100881,21607.3283536351,27220.6806665411
"28","4","22","627",2027-03-01,9026.01167590773,24489.0176205047,21682.3414640517,27295.6937769577
"28","4","22","627",2027-04-01,9053.61634817313,24563.9135246747,21757.2373682217,27370.5896811276
"28","4","22","627",2027-05-01,9081.17710917551,24638.6902905438,21832.0141340908,27445.3664469968
"28","4","22","627",2027-06-01,9108.69325166325,24713.3459992251,21906.6698427722,27520.0221556781
"28","4","22","627",2027-07-01,9136.16407330378,24787.8787451776,21981.2025887246,27594.5549016306
"28","4","22","627",2027-08-01,9163.58887674843,24862.2866363825,22055.6104799295,27668.9627928355
"28","4","22","627",2027-09-01,9190.96696969623,24936.5677945162,22129.8916380632,27743.2439509692
"28","4","22","627",2027-10-01,9218.29766495654,25010.7203551202,22204.0441986672,27817.3965115732
"28","4","22","627",2027-11-01,9245.58028051048,25084.7424677679,22278.066311315,27891.4186242209
"28","4","22","627",2027-12-01,9272.8141395713,25158.6322962284,22351.9561397754,27965.3084526814
"28","4","22","627",2028-01-01,9299.99857064344,25232.3880186264,22425.7118621734,28039.0641750793
"28","4","22","627",2028-02-01,9327.13290758056,25306.0078276,22499.331671147,28112.683984053
"28","4","22","627",2028-03-01,9354.21648964226,25379.4899304545,22572.8137740015,28186.1660869075
"28","4","22","627",2028-04-01,9381.24866154965,25452.8325493132,22646.1563928603,28259.5087057662
"28","4","22","627",2028-05-01,9408.22877353974,25526.0339212649,22719.357764812,28332.7100777179
"28","4","22","627",2028-06-01,9435.15618141859,25599.0922985081,22792.4161420551,28405.7684549611
"28","4","22","627",2028-07-01,9462.03024661322,25672.0059484918,22865.3297920388,28478.6821049448
"28","4","22","627",2028-08-01,9488.85033622238,25744.7731540534,22938.0969976004,28551.4493105064
"28","4","22","627",2028-09-01,9515.61582306599,25817.3922135528,23010.7160570998,28624.0683700057
"28","4","22","627",2028-10-01,9542.32608573342,25889.8614410031,23083.1852845501,28696.5375974561
"28","4","22","627",2028-11-01,9568.9805086305,25962.1791661987,23155.5030097458,28768.8553226517
"28","4","22","627",2028-12-01,9595.57848202526,26034.3437348391,23227.6675783861,28841.019891292
"28","4","22","627",2029-01-01,9622.11940209254,26106.3535086494,23299.6773521964,28913.0296651024
"28","4","22","627",2029-02-01,9648.60267095719,26178.2068654987,23371.5307090457,28984.8830219517
"28","4","22","627",2029-03-01,9675.02769673609,26249.9021995131,23443.2260430601,29056.5783559661
"28","4","22","627",2029-04-01,9701.39389357901,26321.4379211869,23514.7617647339,29128.1140776398
"28","4","22","627",2029-05-01,9727.70068170801,26392.8124574895,23586.1363010365,29199.4886139425
"28","4","22","627",2029-06-01,9753.94748745577,26464.0242519695,23657.3480955165,29270.7004084225
"28","4","22","627",2029-07-01,9780.13374330253,26535.0717648547,23728.3956084018,29341.7479213077
"28","4","22","627",2029-08-01,9806.25888791188,26605.9534731495,23799.2773166965,29412.6296296025
"28","4","22","627",2029-09-01,9832.32236616518,26676.6678707278,23869.9917142748,29483.3440271808
"28","4","22","627",2029-10-01,9858.32362919475,26747.2134684236,23940.5373119706,29553.8896248766
"28","4","22","627",2029-11-01,9884.26213441591,26817.5887941177,24010.9126376647,29624.2649505707
"28","4","22","627",2029-12-01,9910.13734555754,26887.7923928204,24081.1162363675,29694.4685492734
"28","4","22","627",2030-01-01,9935.94873269162,26957.8228267521,24151.1466702991,29764.4989832051
"28","4","22","627",2030-02-01,9961.69577226131,27027.678675419,24221.002518966,29834.354831872
"28","4","22","627",2030-03-01,9987.37794710792,27097.3585356867,24290.6823792337,29904.0346921397
"28","4","22","627",2030-04-01,10012.9947464965,27166.8610218493,24360.1848653963,29973.5371783023
"28","4","22","627",2030-05-01,10038.5456661404,27236.1847656962,24429.5086092432,30042.8609221492
"28","4","22","627",2030-06-01,10064.0302082242,27305.3284165743,24498.6522601214,30112.0045730273
"28","4","22","627",2030-07-01,10089.4478814259,27374.2906414481,24567.6144849951,30180.9667979011
"26","6","59","808",2020-01-01,4322.82615276911,18110.5282238845,16089.610581293,20131.445866476
"26","6","59","808",2020-02-01,4345.48061324205,18205.4393378856,16184.5216952941,20226.3569804771
"26","6","59","808",2020-03-01,4367.99205503121,18299.7512735209,16278.8336309294,20320.6689161124
"26","6","59","808",2020-04-01,4390.35870892946,18393.4566186777,16372.5389760862,20414.3742612692
"26","6","59","808",2020-05-01,4412.57886865994,18486.5482248901,16465.6305822986,20507.4658674816
"26","6","59","808",2020-06-01,4434.65089093848,18579.0192076007,16558.1015650092,20599.9368501922
"26","6","59","808",2020-07-01,4456.5731954855,18670.8629462107,16649.9453036192,20691.7805888022
"26","6","59","808",2020-08-01,4478.34426498832,18762.0730839218,16741.1554413303,20782.9907265132
"26","6","59","808",2020-09-01,4499.96264501487,18852.6435273745,16831.725884783,20873.561169966
"26","6","59","808",2020-10-01,4521.42694387975,18942.5684460875,16921.650803496,20963.486088679
"26","6","59","808",2020-11-01,4542.7358324638,19031.8422717013,17010.9246291098,21052.7599142928
"26","6","59","808",2020-12-01,4563.88804398821,19120.459697032,17099.5420544405,21141.3773396235
"26","6","59","808",2021-01-01,4584.88237374439,19208.4156749395,17187.498032348,21229.333317531
"26","6","59","808",2021-02-01,4605.71767878073,19295.7054170153,17274.7877744238,21316.6230596068
"26","6","59","808",2021-03-01,4626.39287754753,19382.324392095,17361.4067495035,21403.2420346865
"26","6","59","808",2021-04-01,4646.90694950131,19468.2683246003,17447.3506820088,21489.1859671918
"26","6","59","808",2021-05-01,4667.25893466983,19553.5331927168,17532.6155501253,21574.4508353083
"26","6","59","808",2021-06-01,4687.44793317907,19638.1152264124,17617.1975838209,21659.0328690039
"26","6","59","808",2021-07-01,4707.47310474355,19722.0109053016,17701.0932627101,21742.9285478931
"26","6","59","808",2021-08-01,4727.33366812131,19805.2169563626,17784.2993137711,21826.1345989541
"26","6","59","808",2021-09-01,4747.02890053496,19887.7303515115,17866.81270892,21908.647994103
"26","6","59","808",2021-10-01,4766.55813706005,19969.5483050399,17948.6306624484,21990.4659476314
"26","6","59","808",2021-11-01,4785.92076998239,20050.6682709224,18029.7506283309,22071.5859135139
"26","6","59","808",2021-12-01,4805.11624812538,20131.0879399986,18110.1702974071,22152.0055825901
"26","6","59","808",2022-01-01,4824.1440761491,20210.8052370363,18189.8875944448,22231.7228796278
"26","6","59","808",2022-02-01,4843.00381382229,20289.8183176819,18268.9006750904,22310.7359602734
"26","6","59","808",2022-03-01,4861.69507526876,20368.1255653026,18347.2079227111,22389.0432078941
"26","6","59","808",2022-04-01,4880.21752818959,20445.7255877285,18424.8079451371,22466.64323032
"26","6","59","808",2022-05-01,4898.5708930625,20522.617213898,18501.6995713065,22543.5348564895
"26","6","59","808",2022-06-01,4916.75494231981,20598.7994904135,18577.881847822,22619.717133005
"26","6","59","808",2022-07-01,4934.76949950628,20674.2716780141,18653.3540354226,22695.1893206056
"26","6","59","808",2022-08-01,4952.61443841836,20749.0332479684,18728.115605377,22769.9508905599
"26","6","59","808",2022-09-01,4970.28968222598,20823.0838783961,18802.1662358046,22844.0015209876
"26","6","59","808",2022-10-01,4987.79520257837,20896.4234505213,18875.5058079298,22917.3410931128
"26","6","59","808",2022-11-01,5005.13101869516,20969.0520448649,18948.1344022734,22989.9696874564
"26","6","59","808",2022-12-01,5022.29719644414,21040.9699373807,19020.0522947892,23061.8875799722
"26","6","59","808",2023-01-01,5039.29384740676,21112.1775955403,19091.2599529488,23133.0952381318
"26","6","59","808",2023-02-01,5056.12112793282,21182.6756743731,19161.7580317816,23203.5933169646
"26","6","59","808",2023-03-01,5072.77923818554,21252.4650124651,19231.5473698736,23273.3826550566
"26","6","59","808",2023-04-01,5089.26842117808,21321.5466279226,19300.6289853311,23342.4642705141
"26","6","59","808",2023-05-01,5105.58896180287,21389.9217143056,19369.0040717141,23410.8393568971
"26","6","59","808",2023-06-01,5121.74118585478,21457.5916365354,19436.6739939439,23478.5092791269
"26","6","59","808",2023-07-01,5137.72545904927,21524.5579267808,19503.6402841893,23545.4755693723
"26","6","59","808",2023-08-01,5153.54218603664,21590.822280329,19569.9046377375,23611.7399229205
"26","6","59","808",2023-09-01,5169.19180941344,21656.3865514429,19635.4689088515,23677.3041940344
"26","6","59","808",2023-10-01,5184.67480873207,21721.2527492129,19700.3351066214,23742.1703918043
"26","6","59","808",2023-11-01,5199.99169950952,21785.4230334028,19764.5053908113,23806.3406759943
"26","6","59","808",2023-12-01,5215.14303223629,21848.899710299,19827.9820677075,23869.8173528905
"26","6","59","808",2024-01-01,5230.12939138644,21911.6852285619,19890.7675859705,23932.6028711534
"26","6","59","808",2024-02-01,5244.95139442954,21973.7821750872,19952.8645324957,23994.6998176787
"26","6","59","808",2024-03-01,5259.60969084556,22035.1932708784,20014.2756282869,24056.1109134699
"26","6","59","808",2024-04-01,5274.10496114347,22095.9213669354,20075.0037243439,24116.8390095269
"26","6","59","808",2024-05-01,5288.4379158843,22155.9694401616,20135.0517975701,24176.8870827531
"26","6","59","808",2024-06-01,5302.60929470956,22215.3405892932,20194.4229467017,24236.2582318847
"26","6","59","808",2024-07-01,5316.61986537558,22274.038030854,20253.1203882625,24294.9556734455
"26","6","59","808",2024-08-01,5330.47042279472,22332.0650951382,20311.1474525467,24352.9827377297
"26","6","59","808",2024-09-01,5344.16178808392,22389.4252222242,20368.5075796327,24410.3428648157
"26","6","59","808",2024-10-01,5357.69480762126,22446.1219580225,20425.204315431,24467.039600614
"26","6","59","808",2024-11-01,5371.07035211129,22502.1589503594,20481.2413077679,24523.0765929509
"26","6","59","808",2024-12-01,5384.28931565953,22557.5399450999,20536.6223025084,24578.4575876914
"26","6","59","808",2025-01-01,5397.35261485679,22612.2687823115,20591.3511397201,24633.186424903
"26","6","59","808",2025-02-01,5410.26118787379,22666.3493924709,20645.4317498794,24687.2670350624
"26","6","59","808",2025-03-01,5423.01599356657,22719.7857927159,20698.8681501244,24740.7034353074
"26","6","59","808",2025-04-01,5435.61801059317,22772.5820831455,20751.664440554,24793.499725737
"26","6","59","808",2025-05-01,5448.06823654199,22824.7424431673,20803.8248005758,24845.6600857587
"26","6","59","808",2025-06-01,5460.36768707215,22876.2711278963,20855.3534853048,24897.1887704878
"26","6","59","808",2025-07-01,5472.51739506639,22927.1724646065,20906.254822015,24948.090107198
"26","6","59","808",2025-08-01,5484.51840979672,22977.4508492345,20956.533206643,24998.368491826
"26","6","59","808",2025-09-01,5496.3717961031,23027.1107429392,21006.1931003477,25048.0283855307
"26","6","59","808",2025-10-01,5508.07863358558,23076.156668717,21055.2390261255,25097.0743113085
"26","6","59","808",2025-11-01,5519.64001581008,23124.5932080744,21103.6755654829,25145.5108506659
"26","6","59","808",2025-12-01,5531.05704952797,23172.4249977587,21151.5073551672,25193.3426403502
"26","6","59","808",2026-01-01,5542.33085390983,23219.6567265473,21198.7390839558,25240.5743691388
"26","6","59","808",2026-02-01,5553.4625597934,23266.2931320977,21245.3754895062,25287.2107746892
"26","6","59","808",2026-03-01,5564.45330894607,23312.338997857,21291.4213552655,25333.2566404485
"26","6","59","808",2026-04-01,5575.30425334183,23357.799150033,21336.8815074415,25378.7167926245
"26","6","59","808",2026-05-01,5586.01655445303,23402.678454627,21381.7608120355,25423.5960972185
"26","6","59","808",2026-06-01,5596.59138255687,23446.9818145284,21426.0641719369,25467.8994571199
"26","6","59","808",2026-07-01,5607.02991605679,23490.7141666715,21469.79652408,25511.631809263
"26","6","59","808",2026-08-01,5617.3333408188,23533.8804792551,21512.9628366636,25554.7981218466
"26","6","59","808",2026-09-01,5627.5028495228,23576.485749025,21555.5681064335,25597.4033916165
"26","6","59","808",2026-10-01,5637.53964102889,23618.5349986187,21597.6173560272,25639.4526412102
"26","6","59","808",2026-11-01,5647.44491975866,23660.0332739741,21639.1156313826,25680.9509165656
"26","6","59","808",2026-12-01,5657.21989509156,23700.9856417997,21680.0679992082,25721.9032843912
"26","6","59","808",2027-01-01,5666.86578077617,23741.3971871087,21720.4795445172,25762.3148297002
"26","6","59","808",2027-02-01,5676.3837943564,23781.2730108148,21760.3553682233,25802.1906534063
"26","6","59","808",2027-03-01,5685.77515661262,23820.618227391,21799.7005847995,25841.5358699825
"26","6","59","808",2027-04-01,5695.04109101758,23859.4379625899,21838.5203199985,25880.3556051814
"26","6","59","808",2027-05-01,5704.182823207,23897.7373512262,21876.8197086347,25918.6549938177
"26","6","59","808",2027-06-01,5713.20158046489,23935.5215350196,21914.6038924281,25956.4391776111
"26","6","59","808",2027-07-01,5722.09859122332,23972.7956605001,21951.8780179086,25993.7133030916
"26","6","59","808",2027-08-01,5730.87508457662,24009.5648769721,21988.6472343806,26030.4825195635
"26","6","59","808",2027-09-01,5739.53228980989,24045.834334539,22024.9166919475,26066.7519771305
"26","6","59","808",2027-10-01,5748.07143594166,24081.6091821877,22060.6915395962,26102.5268247792
"26","6","59","808",2027-11-01,5756.49375128047,24116.8945659306,22095.9769233391,26137.8122085221
"26","6","59","808",2027-12-01,5764.80046299546,24151.6956270062,22130.7779844147,26172.6132695977
"26","6","59","808",2028-01-01,5772.99279670046,24186.0175001375,22165.099857546,26206.935142729
"26","6","59","808",2028-02-01,5781.07197605178,24219.8653118461,22198.9476692546,26240.7829544376
"26","6","59","808",2028-03-01,5789.03922235922,24253.244178823,22232.3265362315,26274.1618214145
"26","6","59","808",2028-04-01,5796.89575421028,24286.1592063541,22265.2415637626,26307.0768489456
"26","6","59","808",2028-05-01,5804.64278710741,24318.6154868004,22297.6978442089,26339.5331293918
"26","6","59","808",2028-06-01,5812.28153311791,24350.6180981313,22329.7004555398,26371.5357407228
"26","6","59","808",2028-07-01,5819.81320053655,24382.1721025112,22361.2544599197,26403.0897451027
"26","6","59","808",2028-08-01,5827.23899356053,24413.2825449377,22392.3649023462,26434.2001875292
"26","6","59","808",2028-09-01,5834.56011197655,24443.9544519305,22423.036809339,26464.872094522
"26","6","59","808",2028-10-01,5841.77775086001,24474.1928302713,22453.2751876798,26495.1104728628
"26","6","59","808",2028-11-01,5848.89310028579,24504.0026657919,22483.0850232004,26524.9203083834
"26","6","59","808",2028-12-01,5855.90734505071,24533.3889222119,22512.4712796204,26554.3065648034
"26","6","59","808",2029-01-01,5862.82166440725,24562.3565400226,22541.4388974311,26583.2741826141
"26","6","59","808",2029-02-01,5869.63723180842,24590.9104354185,22569.992792827,26611.82807801
"26","6","59","808",2029-03-01,5876.3552146635,24619.0554992736,22598.1378566821,26639.9731418651
"26","6","59","808",2029-04-01,5882.97677410444,24646.7965961633,22625.8789535718,26667.7142387548
