"EST","DTO","MUN","SECC","date","est.punt","cota.inf","cota.sup"
"1","3","1","325",2021-04-01,21828.6253273402,21415.85782843,22241.3928262505
"1","3","1","325",2021-05-01,21952.0918897792,21538.8866713721,22365.2971081862
"1","3","1","325",2021-06-01,22075.5584522181,21661.9085070633,22489.2083973729
"1","3","1","325",2021-07-01,22199.025014657,21784.9233580801,22613.1266712339
"1","3","1","325",2021-08-01,22322.491577096,21907.9312472542,22737.0519069377
"1","3","1","325",2021-09-01,22445.9581395349,22030.9321976677,22860.984081402
"1","3","1","325",2021-10-01,22569.4247019738,22153.9262326476,22984.9231713001
"1","3","1","325",2021-11-01,22692.8912644127,22276.9133757604,23108.8691530651
"1","3","1","325",2021-12-01,22816.3578268517,22399.8936508071,23232.8220028962
"1","3","1","325",2022-01-01,22939.8243892906,22522.8670818181,23356.7816967631
"1","3","1","325",2022-02-01,23063.2909517295,22645.8336930473,23480.7482104118
"1","3","1","325",2022-03-01,23186.7575141685,22768.7935089673,23604.7215193696
"1","3","1","325",2022-04-01,23310.2240766074,22891.7465542641,23728.7015989506
"1","3","1","325",2022-05-01,23433.6906390463,23014.6928538316,23852.688424261
"1","3","1","325",2022-06-01,23557.1572014852,23137.6324327664,23976.6819702041
"1","3","1","325",2022-07-01,23680.6237639242,23260.5653163625,24100.6822114859
"1","3","1","325",2022-08-01,23804.0903263631,23383.4915301062,24224.68912262
"1","3","1","325",2022-09-01,23927.556888802,23506.4110996707,24348.7026779334
"1","3","1","325",2022-10-01,24051.023451241,23629.3240509107,24472.7228515713
"1","3","1","325",2022-11-01,24174.4900136799,23752.2304098575,24596.7496175023
"1","3","1","325",2022-12-01,24297.9565761188,23875.1302027135,24720.7829495242
"1","3","1","325",2023-01-01,24421.4231385578,23998.0234558471,24844.8228212684
"1","3","1","325",2023-02-01,24544.8897009967,24120.9101957876,24968.8692062058
"1","3","1","325",2023-03-01,24668.3562634356,24243.7904492198,25092.9220776514
"1","3","1","325",2023-04-01,24791.8228258745,24366.6642429792,25216.9814087699
"1","3","1","325",2023-05-01,24915.2893883135,24489.5316040464,25341.0471725805
"1","3","1","325",2023-06-01,25038.7559507524,24612.3925595427,25465.1193419621
"1","3","1","325",2023-07-01,25162.2225131913,24735.2471367242,25589.1978896585
"1","3","1","325",2023-08-01,25285.6890756303,24858.0953629775,25713.282788283
"1","3","1","325",2023-09-01,25409.1556380692,24980.9372658143,25837.374010324
"1","3","1","325",2023-10-01,25532.6222005081,25103.7728728667,25961.4715281496
"1","3","1","325",2023-11-01,25656.088762947,25226.6022118818,26085.5753140123
"1","3","1","325",2023-12-01,25779.555325386,25349.4253107173,26209.6853400547
"1","3","1","325",2024-01-01,25903.0218878249,25472.2421973364,26333.8015783134
"1","3","1","325",2024-02-01,26026.4884502638,25595.0528998032,26457.9240007245
"1","3","1","325",2024-03-01,26149.9550127028,25717.8574462774,26582.0525791282
"1","3","1","325",2024-04-01,26273.4215751417,25840.6558650101,26706.1872852733
"1","3","1","325",2024-05-01,26396.8881375806,25963.4481843389,26830.3280908224
"1","3","1","325",2024-06-01,26520.3547000195,26086.2344326832,26954.4749673559
"1","3","1","325",2024-07-01,26643.8212624585,26209.0146385397,27078.6278863773
"1","3","1","325",2024-08-01,26767.2878248974,26331.7888304776,27202.7868193172
"1","3","1","325",2024-09-01,26890.7543873363,26454.5570371344,27326.9517375383
"1","3","1","325",2024-10-01,27014.2209497753,26577.3192872112,27451.1226123393
"1","3","1","325",2024-11-01,27137.6875122142,26700.0756094685,27575.2994149599
"1","3","1","325",2024-12-01,27261.1540746531,26822.8260327213,27699.4821165849
"1","3","1","325",2025-01-01,27384.620637092,26945.5705858356,27823.6706883485
"1","3","1","325",2025-02-01,27508.087199531,27068.3092977233,27947.8651013387
"1","3","1","325",2025-03-01,27631.5537619699,27191.0421973386,28072.0653266012
"1","3","1","325",2025-04-01,27755.0203244088,27313.7693136735,28196.2713351442
"1","3","1","325",2025-05-01,27878.4868868478,27436.4906757536,28320.4830979419
"1","3","1","325",2025-06-01,28001.9534492867,27559.2063126346,28444.7005859388
"1","3","1","325",2025-07-01,28125.4200117256,27681.9162533974,28568.9237700538
"1","3","1","325",2025-08-01,28248.8865741646,27804.6205271451,28693.152621184
"1","3","1","325",2025-09-01,28372.3531366035,27927.3191629982,28817.3871102088
"1","3","1","325",2025-10-01,28495.8196990424,28050.0121900915,28941.6272079933
"1","3","1","325",2025-11-01,28619.2862614813,28172.6996375699,29065.8728853928
"1","3","1","325",2025-12-01,28742.7528239203,28295.3815345847,29190.1241132558
"1","3","1","325",2026-01-01,28866.2193863592,28418.0579102901,29314.3808624283
"1","3","1","325",2026-02-01,28989.6859487981,28540.7287938395,29438.6431037567
"1","3","1","325",2026-03-01,29113.1525112371,28663.3942143817,29562.9108080924
"1","3","1","325",2026-04-01,29236.619073676,28786.0542010579,29687.1839462941
"1","3","1","325",2026-05-01,29360.0856361149,28908.7087829977,29811.4624892321
"1","3","1","325",2026-06-01,29483.5521985538,29031.3579893161,29935.7464077916
"1","3","1","325",2026-07-01,29607.0187609928,29154.0018491099,30060.0356728756
"1","3","1","325",2026-08-01,29730.4853234317,29276.6403914549,30184.3302554085
"1","3","1","325",2026-09-01,29853.9518858706,29399.2736454019,30308.6301263394
"1","3","1","325",2026-10-01,29977.4184483096,29521.9016399743,30432.9352566448
"1","3","1","325",2026-11-01,30100.8850107485,29644.5244041646,30557.2456173324
"1","3","1","325",2026-12-01,30224.3515731874,29767.1419669313,30681.5611794435
"1","3","1","325",2027-01-01,30347.8181356263,29889.7543571963,30805.8819140564
"1","3","1","325",2027-02-01,30471.2846980653,30012.3616038416,30930.2077922889
"1","3","1","325",2027-03-01,30594.7512605042,30134.9637357065,31054.5387853019
"1","3","1","325",2027-04-01,30718.2178229431,30257.560781585,31178.8748643013
"1","3","1","325",2027-05-01,30841.6843853821,30380.1527702227,31303.2160005414
"1","3","1","325",2027-06-01,30965.150947821,30502.7397303145,31427.5621653275
"1","3","1","325",2027-07-01,31088.6175102599,30625.3216905015,31551.9133300183
"1","3","1","325",2027-08-01,31212.0840726988,30747.8986793689,31676.2694660288
"1","3","1","325",2027-09-01,31335.5506351378,30870.470725443,31800.6305448325
"1","3","1","325",2027-10-01,31459.0171975767,30993.0378571892,31924.9965379642
"1","3","1","325",2027-11-01,31582.4837600156,31115.6001030091,32049.3674170222
"1","3","1","325",2027-12-01,31705.9503224546,31238.1574912386,32173.7431536706
"1","3","1","325",2028-01-01,31829.4168848935,31360.710050145,32298.1237196419
"1","3","1","325",2028-02-01,31952.8834473324,31483.2578079256,32422.5090867392
"1","3","1","325",2028-03-01,32076.3500097714,31605.8007927047,32546.899226838
"1","3","1","325",2028-04-01,32199.8165722103,31728.3390325317,32671.2941118889
"1","3","1","325",2028-05-01,32323.2831346492,31850.8725553792,32795.6937139193
"1","3","1","325",2028-06-01,32446.7496970881,31973.4013891408,32920.0980050355
"1","3","1","325",2028-07-01,32570.2162595271,32095.9255616292,33044.506957425
"1","3","1","325",2028-08-01,32693.682821966,32218.445100574,33168.920543358
"1","3","1","325",2028-09-01,32817.1493844049,32340.9600336202,33293.3387351896
"1","3","1","325",2028-10-01,32940.6159468439,32463.4703883262,33417.7615053615
"1","3","1","325",2028-11-01,33064.0825092828,32585.9761921618,33542.1888264038
"1","3","1","325",2028-12-01,33187.5490717217,32708.4774725067,33666.6206709367
"1","3","1","325",2029-01-01,33311.0156341606,32830.9742566489,33791.0570116723
"1","3","1","325",2029-02-01,33434.4821965996,32953.4665717829,33915.4978214162
"1","3","1","325",2029-03-01,33557.9487590385,33075.9544450081,34039.9430730689
"1","3","1","325",2029-04-01,33681.4153214774,33198.4379033271,34164.3927396277
"1","3","1","325",2029-05-01,33804.8818839164,33320.9169736449,34288.8467941878
"1","3","1","325",2029-06-01,33928.3484463553,33443.3916827665,34413.3052099441
"1","3","1","325",2029-07-01,34051.8150087942,33565.8620573962,34537.7679601923
"1","3","1","325",2029-08-01,34175.2815712332,33688.3281241359,34662.2350183304
"1","3","1","325",2029-09-01,34298.7481336721,33810.7899094839,34786.7063578603
"1","3","1","325",2029-10-01,34422.214696111,33933.2474398337,34911.1819523883
"1","3","1","325",2029-11-01,34545.6812585499,34055.7007414726,35035.6617756273
"1","3","1","325",2029-12-01,34669.1478209889,34178.1498405807,35160.145801397
"1","3","1","325",2030-01-01,34792.6143834278,34300.5947632297,35284.6340036259
"1","3","1","325",2030-02-01,34916.0809458667,34423.0355353817,35409.1263563518
"1","3","1","325",2030-03-01,35039.5475083057,34545.4721828882,35533.6228337231
"1","3","1","325",2030-04-01,35163.0140707446,34667.9047314892,35658.12341
"1","3","1","325",2030-05-01,35286.4806331835,34790.3332068121,35782.6280595549
"1","3","1","325",2030-06-01,35409.9471956224,34912.7576343709,35907.136756874
"1","3","1","325",2030-07-01,35533.4137580614,35035.178039565,36031.6494765577
"23","3","1","491",2020-01-01,21242.1117647059,20423.5190778286,22060.7044515832
"23","3","1","491",2020-02-01,21427.5852257182,20608.3287252271,22246.8417262093
"23","3","1","491",2020-03-01,21613.0586867305,20793.1236686349,22432.9937048261
"23","3","1","491",2020-04-01,21798.5321477428,20977.9039445249,22619.1603509608
"23","3","1","491",2020-05-01,21984.0056087551,21162.6695900341,22805.3416274762
"23","3","1","491",2020-06-01,22169.4790697675,21347.4206429539,22991.537496581
"23","3","1","491",2020-07-01,22354.9525307798,21532.157141721,23177.7479198385
"23","3","1","491",2020-08-01,22540.4259917921,21716.8791254072,23363.9728581769
"23","3","1","491",2020-09-01,22725.8994528044,21901.5866337103,23550.2122718985
"23","3","1","491",2020-10-01,22911.3729138167,22086.2797069437,23736.4661206897
"23","3","1","491",2020-11-01,23096.846374829,22270.9583860267,23922.7343636313
"23","3","1","491",2020-12-01,23282.3198358413,22455.6227124748,24109.0169592078
"23","3","1","491",2021-01-01,23467.7932968536,22640.2727283892,24295.313865318
"23","3","1","491",2021-02-01,23653.2667578659,22824.9084764469,24481.625039285
"23","3","1","491",2021-03-01,23838.7402188783,23009.5299998903,24667.9504378662
"23","3","1","491",2021-04-01,24024.2136798906,23194.1373425171,24854.290017264
"23","3","1","491",2021-05-01,24209.6871409029,23378.7305486701,25040.6437331357
"23","3","1","491",2021-06-01,24395.1606019152,23563.3096632263,25227.0115406041
"23","3","1","491",2021-07-01,24580.6340629275,23747.8747315869,25413.3933942681
"23","3","1","491",2021-08-01,24766.1075239398,23932.4257996669,25599.7892482128
"23","3","1","491",2021-09-01,24951.5809849521,24116.9629138841,25786.1990560201
"23","3","1","491",2021-10-01,25137.0544459644,24301.4861211493,25972.6227707796
"23","3","1","491",2021-11-01,25322.5279069768,24485.9954688548,26159.0603450987
"23","3","1","491",2021-12-01,25508.0013679891,24670.4910048646,26345.5117311135
"23","3","1","491",2022-01-01,25693.4748290014,24854.9727775036,26531.9768804992
"23","3","1","491",2022-02-01,25878.9482900137,25039.4408355466,26718.4557444808
"23","3","1","491",2022-03-01,26064.421751026,25223.8952282081,26904.9482738439
"23","3","1","491",2022-04-01,26249.8952120383,25408.3360051316,27091.4544189451
"23","3","1","491",2022-05-01,26435.3686730506,25592.7632163787,27277.9741297226
"23","3","1","491",2022-06-01,26620.8421340629,25777.1769124188,27464.5073557071
"23","3","1","491",2022-07-01,26806.3155950752,25961.5771441184,27651.0540460321
"23","3","1","491",2022-08-01,26991.7890560876,26145.9639627303,27837.6141494448
"23","3","1","491",2022-09-01,27177.2625170999,26330.3374198833,28024.1876143165
"23","3","1","491",2022-10-01,27362.7359781122,26514.6975675714,28210.7743886529
"23","3","1","491",2022-11-01,27548.2094391245,26699.0444581436,28397.3744201054
"23","3","1","491",2022-12-01,27733.6829001368,26883.3781442929,28583.9876559807
"23","3","1","491",2023-01-01,27919.1563611491,27067.6986790463,28770.614043252
"23","3","1","491",2023-02-01,28104.6298221614,27252.0061157541,28957.2535285688
"23","3","1","491",2023-03-01,28290.1032831737,27436.3005080797,29143.9060582678
"23","3","1","491",2023-04-01,28475.5767441861,27620.5819099891,29330.571578383
"23","3","1","491",2023-05-01,28661.0502051984,27804.8503757408,29517.250034656
"23","3","1","491",2023-06-01,28846.5236662107,27989.1059598751,29703.9413725462
"23","3","1","491",2023-07-01,29031.997127223,28173.3487172048,29890.6455372412
"23","3","1","491",2023-08-01,29217.4705882353,28357.578702804,30077.3624736666
"23","3","1","491",2023-09-01,29402.9440492476,28541.7959719989,30264.0921264963
"23","3","1","491",2023-10-01,29588.4175102599,28726.0005803576,30450.8344401623
"23","3","1","491",2023-11-01,29773.8909712722,28910.1925836797,30637.5893588648
"23","3","1","491",2023-12-01,29959.3644322846,29094.3720379871,30824.356826582
"23","3","1","491",2024-01-01,30144.8378932969,29278.5389995139,31011.1367870798
"23","3","1","491",2024-02-01,30330.3113543092,29462.6935246967,31197.9291839216
"23","3","1","491",2024-03-01,30515.7848153215,29646.8356701652,31384.7339604778
"23","3","1","491",2024-04-01,30701.2582763338,29830.9654927322,31571.5510599354
"23","3","1","491",2024-05-01,30886.7317373461,30015.0830493847,31758.3804253075
"23","3","1","491",2024-06-01,31072.2051983584,30199.1883972743,31945.2219994426
"23","3","1","491",2024-07-01,31257.6786593707,30383.2815937076,32132.0757250339
"23","3","1","491",2024-08-01,31443.152120383,30567.3626961376,32318.9415446285
"23","3","1","491",2024-09-01,31628.6255813954,30751.4317621544,32505.8194006363
"23","3","1","491",2024-10-01,31814.0990424077,30935.4888494759,32692.7092353395
"23","3","1","491",2024-11-01,31999.57250342,31119.5340159392,32879.6109909007
"23","3","1","491",2024-12-01,32185.0459644323,31303.567319492,33066.5246093726
"23","3","1","491",2025-01-01,32370.5194254446,31487.5888181832,33253.450032706
"23","3","1","491",2025-02-01,32555.9928864569,31671.5985701552,33440.3872027586
"23","3","1","491",2025-03-01,32741.4663474692,31855.5966336348,33627.3360613037
"23","3","1","491",2025-04-01,32926.9398084815,32039.5830669248,33814.2965500383
"23","3","1","491",2025-05-01,33112.4132694939,32223.5579283961,34001.2686105916
"23","3","1","491",2025-06-01,33297.8867305062,32407.5212764793,34188.252184533
"23","3","1","491",2025-07-01,33483.3601915185,32591.4731696567,34375.2472133803
"23","3","1","491",2025-08-01,33668.8336525308,32775.4136664541,34562.2536386075
"23","3","1","491",2025-09-01,33854.3071135431,32959.3428254334,34749.2714016528
"23","3","1","491",2025-10-01,34039.7805745554,33143.2607051846,34936.3004439263
"23","3","1","491",2025-11-01,34225.2540355677,33327.167364318,35123.3407068175
"23","3","1","491",2025-12-01,34410.72749658,33511.0628614571,35310.392131703
"23","3","1","491",2026-01-01,34596.2009575924,33694.9472552311,35497.4546599536
"23","3","1","491",2026-02-01,34781.6744186047,33878.8206042672,35684.5282329421
"23","3","1","491",2026-03-01,34967.147879617,34062.6829671842,35871.6127920498
"23","3","1","491",2026-04-01,35152.6213406293,34246.5344025846,36058.7082786739
"23","3","1","491",2026-05-01,35338.0948016416,34430.3749690485,36245.8146342347
"23","3","1","491",2026-06-01,35523.5682626539,34614.204725126,36432.9318001818
"23","3","1","491",2026-07-01,35709.0417236662,34798.0237293311,36620.0597180013
"23","3","1","491",2026-08-01,35894.5151846785,34981.8320401349,36807.1983292221
"23","3","1","491",2026-09-01,36079.9886456908,35165.629715959,36994.3475754227
"23","3","1","491",2026-10-01,36265.4621067032,35349.4168151692,37181.5073982371
"23","3","1","491",2026-11-01,36450.9355677155,35533.1933960697,37368.6777393613
"23","3","1","491",2026-12-01,36636.4090287278,35716.9595168961,37555.8585405595
"23","3","1","491",2027-01-01,36821.8824897401,35900.7152358103,37743.0497436699
"23","3","1","491",2027-02-01,37007.3559507524,36084.460610894,37930.2512906108
"23","3","1","491",2027-03-01,37192.8294117647,36268.1957001434,38117.4631233861
"23","3","1","491",2027-04-01,37378.302872777,36451.9205614629,38304.6851840912
"23","3","1","491",2027-05-01,37563.7763337893,36635.6352526603,38491.9174149184
"23","3","1","491",2027-06-01,37749.2497948017,36819.3398314408,38679.1597581625
"23","3","1","491",2027-07-01,37934.723255814,37003.034355402,38866.4121562259
"23","3","1","491",2027-08-01,38120.1967168263,37186.7188820286,39053.6745516239
"23","3","1","491",2027-09-01,38305.6701778386,37370.3934686873,39240.9468869899
"23","3","1","491",2027-10-01,38491.1436388509,37554.0581726218,39428.22910508
"23","3","1","491",2027-11-01,38676.6170998632,37737.7130509479,39615.5211487785
"23","3","1","491",2027-12-01,38862.0905608755,37921.358160649,39802.822961102
"23","3","1","491",2028-01-01,39047.5640218878,38104.9935585712,39990.1344852045
"23","3","1","491",2028-02-01,39233.0374829002,38288.6193014188,40177.4556643815
"23","3","1","491",2028-03-01,39418.5109439125,38472.2354457498,40364.7864420751
"23","3","1","491",2028-04-01,39603.9844049248,38655.842047972,40552.1267618775
"23","3","1","491",2028-05-01,39789.4578659371,38839.4391643382,40739.476567536
"23","3","1","491",2028-06-01,39974.9313269494,39023.0268509425,40926.8358029563
"23","3","1","491",2028-07-01,40160.4047879617,39206.6051637162,41114.2044122073
"23","3","1","491",2028-08-01,40345.878248974,39390.1741584237,41301.5823395243
"23","3","1","491",2028-09-01,40531.3517099863,39573.7338906591,41488.9695293135
"23","3","1","491",2028-10-01,40716.8251709986,39757.2844158423,41676.365926155
"23","3","1","491",2028-11-01,40902.298632011,39940.8257892153,41863.7714748066
"23","3","1","491",2028-12-01,41087.7720930233,40124.3580658387,42051.1861202078
"23","3","1","491",2029-01-01,41273.2455540356,40307.8813005888,42238.6098074824
"23","3","1","491",2029-02-01,41458.7190150479,40491.3955481535,42426.0424819423
"23","3","1","491",2029-03-01,41644.1924760602,40674.9008630299,42613.4840890905
"23","3","1","491",2029-04-01,41829.6659370725,40858.3972995206,42800.9345746244
"23","3","1","491",2029-05-01,42015.1393980848,41041.8849117312,42988.3938844385
"23","3","1","491",2029-06-01,42200.6128590971,41225.3637535668,43175.8619646275
"23","3","1","491",2029-07-01,42386.0863201095,41408.8338787296,43363.3387614893
"23","3","1","491",2029-08-01,42571.5597811218,41592.2953407164,43550.8242215271
"23","3","1","491",2029-09-01,42757.0332421341,41775.7481928152,43738.318291453
"23","3","1","491",2029-10-01,42942.5067031464,41959.1924881034,43925.8209181894
"23","3","1","491",2029-11-01,43127.9801641587,42142.6282794447,44113.3320488727
"23","3","1","491",2029-12-01,43313.453625171,42326.0556194876,44300.8516308545
"23","3","1","491",2030-01-01,43498.9270861833,42509.474560662,44488.3796117047
"23","3","1","491",2030-02-01,43684.4005471956,42692.8851551778,44675.9159392134
"23","3","1","491",2030-03-01,43869.8740082079,42876.2874550227,44863.4605613932
"23","3","1","491",2030-04-01,44055.3474692203,43059.6815119598,45051.0134264808
"23","3","1","491",2030-05-01,44240.8209302326,43243.0673775258,45238.5744829394
"23","3","1","491",2030-06-01,44426.2943912449,43426.4451030292,45426.1436794605
"23","3","1","491",2030-07-01,44611.7678522572,43609.8147395487,45613.7209649657
"23","4","1","578",2020-01-01,51764.5529411765,48278.6561295964,55250.4497527566
"23","4","1","578",2020-02-01,52325.3712722298,48836.6476753671,55814.0948690926
"23","4","1","578",2020-03-01,52886.1896032832,49394.5766056327,56377.8026009336
"23","4","1","578",2020-04-01,53447.0079343365,49952.44307571,56941.5727929631
"23","4","1","578",2020-05-01,54007.8262653899,50510.2472437429,57505.4052870369
"23","4","1","578",2020-06-01,54568.6445964432,51067.9892706629,58069.2999222236
"23","4","1","578",2020-07-01,55129.4629274966,51625.6693201483,58633.2565348449
"23","4","1","578",2020-08-01,55690.2812585499,52183.2875585831,59197.2749585168
"23","4","1","578",2020-09-01,56251.0995896033,52740.8441550158,59761.3550241908
"23","4","1","578",2020-10-01,56811.9179206566,53298.3392811175,60325.4965601958
"23","4","1","578",2020-11-01,57372.73625171,53855.7731111393,60889.6993922807
"23","4","1","578",2020-12-01,57933.5545827633,54413.1458218705,61453.9633436562
"23","4","1","578",2021-01-01,58494.3729138167,54970.4575925949,62018.2882350385
"23","4","1","578",2021-02-01,59055.1912448701,55527.7086050484,62582.6738846917
"23","4","1","578",2021-03-01,59616.0095759234,56084.8990433747,63147.1201084721
"23","4","1","578",2021-04-01,60176.8279069768,56642.0290940822,63711.6267198713
"23","4","1","578",2021-05-01,60737.6462380301,57199.0989459995,64276.1935300607
"23","4","1","578",2021-06-01,61298.4645690835,57756.1087902316,64840.8203479353
"23","4","1","578",2021-07-01,61859.2829001368,58313.0588201153,65405.5069801583
"23","4","1","578",2021-08-01,62420.1012311902,58869.9492311745,65970.2532312058
"23","4","1","578",2021-09-01,62980.9195622435,59426.7802210756,66535.0589034115
"23","4","1","578",2021-10-01,63541.7378932969,59983.5519895825,67099.9237970112
"23","4","1","578",2021-11-01,64102.5562243502,60540.2647385117,67664.8477101887
"23","4","1","578",2021-12-01,64663.3745554036,61096.9186716873,68229.8304391199
"23","4","1","578",2022-01-01,65224.1928864569,61653.5139948954,68794.8717780185
"23","4","1","578",2022-02-01,65785.0112175103,62210.0509158393,69359.9715191813
"23","4","1","578",2022-03-01,66345.8295485636,62766.5296440941,69925.1294530331
"23","4","1","578",2022-04-01,66906.647879617,63322.9503910615,70490.3453681724
"23","4","1","578",2022-05-01,67467.4662106703,63879.3133699243,71055.6190514163
"23","4","1","578",2022-06-01,68028.2845417237,64435.6187956014,71620.9502878459
"23","4","1","578",2022-07-01,68589.102872777,64991.8668847025,72186.3388608515
"23","4","1","578",2022-08-01,69149.9212038304,65548.057855483,72751.7845521777
"23","4","1","578",2022-09-01,69710.7395348837,66104.1919277989,73317.2871419686
"23","4","1","578",2022-10-01,70271.5578659371,66660.2693230619,73882.8464088123
"23","4","1","578",2022-11-01,70832.3761969904,67216.2902641943,74448.4621297866
"23","4","1","578",2022-12-01,71393.1945280438,67772.2549755848,75014.1340805028
"23","4","1","578",2023-01-01,71954.0128590971,68328.1636830434,75579.8620351509
"23","4","1","578",2023-02-01,72514.8311901505,68884.0166137574,76145.6457665436
"23","4","1","578",2023-03-01,73075.6495212038,69439.8139962469,76711.4850461608
"23","4","1","578",2023-04-01,73636.4678522572,69995.5560603208,77277.3796441936
"23","4","1","578",2023-05-01,74197.2861833106,70551.2430370333,77843.3293295878
"23","4","1","578",2023-06-01,74758.1045143639,71106.87515864,78409.3338700878
"23","4","1","578",2023-07-01,75318.9228454173,71662.4526585544,78975.3930322801
"23","4","1","578",2023-08-01,75879.7411764706,72217.9757713053,79541.5065816359
"23","4","1","578",2023-09-01,76440.559507524,72773.4447324937,80107.6742825542
"23","4","1","578",2023-10-01,77001.3778385773,73328.8597787501,80673.8958984045
"23","4","1","578",2023-11-01,77562.1961696307,73884.2211476927,81240.1711915687
"23","4","1","578",2023-12-01,78123.014500684,74439.5290778848,81806.4999234833
"23","4","1","578",2024-01-01,78683.8328317374,74994.7838087938,82372.8818546809
"23","4","1","578",2024-02-01,79244.6511627907,75549.9855807497,82939.3167448317
"23","4","1","578",2024-03-01,79805.4694938441,76105.1346349039,83505.8043527842
"23","4","1","578",2024-04-01,80366.2878248974,76660.2312131889,84072.3444366059
"23","4","1","578",2024-05-01,80927.1061559508,77215.2755582778,84638.9367536237
"23","4","1","578",2024-06-01,81487.9244870041,77770.2679135449,85205.5810604634
"23","4","1","578",2024-07-01,82048.7428180575,78325.2085230254,85772.2771130896
"23","4","1","578",2024-08-01,82609.5611491108,78880.097631377,86339.0246668446
"23","4","1","578",2024-09-01,83170.3794801642,79434.9354838411,86905.8234764872
"23","4","1","578",2024-10-01,83731.1978112175,79989.7223262041,87472.6732962309
"23","4","1","578",2024-11-01,84292.0161422709,80544.4584047599,88039.5738797818
"23","4","1","578",2024-12-01,84852.8344733242,81099.1439662724,88606.5249803761
"23","4","1","578",2025-01-01,85413.6528043776,81653.779257938,89173.5263508172
"23","4","1","578",2025-02-01,85974.4711354309,82208.3645273498,89740.5777435121
"23","4","1","578",2025-03-01,86535.2894664843,82762.9000224607,90307.6789105079
"23","4","1","578",2025-04-01,87096.1077975376,83317.3859915482,90874.8296035271
"23","4","1","578",2025-05-01,87656.926128591,83871.8226831788,91442.0295740032
"23","4","1","578",2025-06-01,88217.7444596443,84426.2103461734,92009.2785731153
"23","4","1","578",2025-07-01,88778.5627906977,84980.5492295728,92576.5763518225
"23","4","1","578",2025-08-01,89339.3811217511,85534.8395826042,93143.9226608979
"23","4","1","578",2025-09-01,89900.1994528044,86089.0816546471,93711.3172509617
"23","4","1","578",2025-10-01,90461.0177838578,86643.2756952011,94278.7598725144
"23","4","1","578",2025-11-01,91021.8361149111,87197.4219538531,94846.2502759691
"23","4","1","578",2025-12-01,91582.6544459645,87751.5206802454,95413.7882116835
"23","4","1","578",2026-01-01,92143.4727770178,88305.572124044,95981.3734299916
"23","4","1","578",2026-02-01,92704.2911080711,88859.5765349082,96549.0056812341
"23","4","1","578",2026-03-01,93265.1094391245,89413.5341624593,97116.6847157897
"23","4","1","578",2026-04-01,93825.9277701779,89967.4452562513,97684.4102841044
"23","4","1","578",2026-05-01,94386.7461012312,90521.310065741,98252.1821367214
"23","4","1","578",2026-06-01,94947.5644322846,91075.1288402588,98820.0000243103
"23","4","1","578",2026-07-01,95508.3827633379,91628.9018289807,99387.8636976951
"23","4","1","578",2026-08-01,96069.2010943913,92182.6292808999,99955.7729078826
"23","4","1","578",2026-09-01,96630.0194254446,92736.3114447992,100523.72740609
"23","4","1","578",2026-10-01,97190.837756498,93289.9485692242,101091.726943772
"23","4","1","578",2026-11-01,97751.6560875513,93843.5409024566,101659.771272646
"23","4","1","578",2026-12-01,98312.4744186047,94397.0886924879,102227.860144721
"23","4","1","578",2027-01-01,98873.292749658,94950.5921869944,102795.993312322
"23","4","1","578",2027-02-01,99434.1110807114,95504.0516333117,103364.170528111
"23","4","1","578",2027-03-01,99994.9294117647,96057.4672784102,103932.391545119
"23","4","1","578",2027-04-01,100555.747742818,96610.839368871,104500.656116765
"23","4","1","578",2027-05-01,101116.566073871,97164.1681508624,105068.96399688
"23","4","1","578",2027-06-01,101677.384404925,97717.4538701166,105637.314939733
"23","4","1","578",2027-07-01,102238.202735978,98270.6967719073,106205.708700049
"23","4","1","578",2027-08-01,102799.021067031,98823.8971010273,106774.145033036
"23","4","1","578",2027-09-01,103359.839398085,99377.055101767,107342.623694403
"23","4","1","578",2027-10-01,103920.657729138,99930.1710178933,107911.144440383
"23","4","1","578",2027-11-01,104481.476060192,100483.245092628,108479.707027755
"23","4","1","578",2027-12-01,105042.294391245,101036.27756863,109048.311213859
"23","4","1","578",2028-01-01,105603.112722298,101589.268687973,109616.956756624
"23","4","1","578",2028-02-01,106163.931053352,102142.218692125,110185.643414578
"23","4","1","578",2028-03-01,106724.749384405,102695.127821934,110754.370946875
"23","4","1","578",2028-04-01,107285.567715458,103247.996317607,111323.139113309
"23","4","1","578",2028-05-01,107846.386046512,103800.824418692,111891.947674332
"23","4","1","578",2028-06-01,108407.204377565,104353.612364058,112460.796391072
"23","4","1","578",2028-07-01,108968.022708618,104906.360391884,113029.685025353
"23","4","1","578",2028-08-01,109528.841039672,105459.068739638,113598.613339705
"23","4","1","578",2028-09-01,110089.659370725,106011.737644061,114167.581097389
"23","4","1","578",2028-10-01,110650.477701778,106564.367341154,114736.588062403
"23","4","1","578",2028-11-01,111211.296032832,107116.958066159,115305.633999504
"23","4","1","578",2028-12-01,111772.114363885,107669.510053547,115874.718674223
"23","4","1","578",2029-01-01,112332.932694938,108222.023537002,116443.841852875
"23","4","1","578",2029-02-01,112893.751025992,108774.498749409,117013.003302575
"23","4","1","578",2029-03-01,113454.569357045,109326.935922836,117582.202791254
"23","4","1","578",2029-04-01,114015.387688099,109879.335288528,118151.440087669
"23","4","1","578",2029-05-01,114576.206019152,110431.697076886,118720.714961417
"23","4","1","578",2029-06-01,115137.024350205,110984.021517462,119290.027182949
